conv_id,chain_id,turn_id,speaker,text,reference_type
5,0,11,A,me,P
5,0,15,A,I,P
5,0,18,A,I,P
5,0,23,A,I,P
5,0,32,A,I,P
5,0,44,A,I,P
5,0,44,A,me,P
5,0,44,A,I,P
5,0,46,A,I,P
5,0,46,A,I,P
5,0,62,A,I,P
5,0,65,A,I,P
5,0,65,A,I,P
5,0,66,A,I,P
5,0,66,A,I,P
5,0,67,B,You,P
5,0,68,A,I,P
5,0,68,A,I,P
5,0,68,A,I,P
5,0,68,A,I,P
5,0,70,A,I,P
5,0,70,A,I,P
5,0,77,A,I,P
5,0,78,A,I,P
5,0,79,A,I,P
5,0,79,A,I,P
5,0,83,A,my,P
5,0,83,A,I,P
5,0,85,A,I,P
5,0,85,A,I,P
5,0,85,A,I,P
5,0,85,A,I,P
5,0,85,A,I,P
5,0,85,A,I,P
5,0,86,A,me,P
5,0,91,A,I,P
5,0,92,A,I,P
5,0,92,A,I,P
5,0,96,A,I,P
5,0,102,A,I,P
5,1,0,A,HOME ALONE,PN
5,1,0,A,it,P
5,1,2,A,this,P
5,1,2,A,it,P
5,1,3,A,this show,N
5,1,6,A,the movie,N
5,1,7,A,it,P
5,1,7,A,the movie,N
5,1,15,A,it,P
5,1,32,A,HOME ALONE,PN
5,1,77,A,it,P
5,1,77,A,the movie,N
5,1,77,A,it,P
5,1,77,A,it,P
5,2,1,A,a movie that 's supposed to be very good,N
5,2,2,A,it,P
5,2,2,A,it,P
5,3,2,A,a genre,N
5,3,2,A,the genre,N
5,4,4,B,I,P
5,4,4,B,I,P
5,5,4,B,movies,N
5,5,5,B,they,P
5,6,7,A,they,P
5,6,7,A,they,P
5,6,8,A,they,P
5,6,10,A,they,P
5,6,11,A,they,P
5,7,9,A,the situation of this kid at home,N
5,7,9,A,it,P
5,8,9,A,this kid at home,N
5,8,10,A,he,P
5,8,10,A,the kid,N
5,8,32,A,he,P
5,8,32,A,he,P
5,8,33,A,him,P
5,9,12,B,I,P
5,9,19,B,me,P
5,9,21,B,I,P
5,9,21,B,I,P
5,9,22,B,I,P
5,9,22,B,you,P
5,9,23,A,you,P
5,9,24,B,I,P
5,9,24,B,myself,N
5,9,24,B,I,P
5,9,24,B,I,P
5,9,26,B,I,P
5,9,26,B,I,P
5,9,29,B,I,P
5,9,29,B,I,P
5,9,35,A,you,P
5,9,36,B,I,P
5,9,36,B,you,P
5,9,41,B,me,P
5,9,47,B,I,P
5,9,47,B,I,P
5,9,47,B,I,P
5,9,47,B,I,P
5,9,47,B,my,P
5,9,50,B,I,P
5,9,50,B,my,P
5,9,51,A,your,P
5,9,53,B,I,P
5,9,87,B,I,P
5,9,88,B,I,P
5,9,94,A,I,P
5,9,97,B,I,P
5,9,97,B,I,P
5,9,98,A,me,P
5,9,98,A,I,P
5,9,100,A,you,P
5,9,101,B,you,P
5,9,101,B,you,P
5,9,103,B,I,P
5,9,104,A,I,P
5,9,105,B,you,P
5,9,106,A,I,P
5,10,21,B,the French the Frenchman that leaves and comes back,N
5,10,21,B,he,P
5,10,21,B,he,P
5,10,21,B,his,P
5,10,21,B,his,P
5,10,21,B,his,P
5,10,21,B,the guy that comes back,N
5,11,21,B,his wife,N
5,11,21,B,his wife,N
5,11,21,B,her,P
5,12,21,B,it,P
5,12,22,B,it,P
5,12,22,B,it,P
5,12,25,B,that,P
5,12,26,B,it,P
5,12,26,B,that,P
5,13,26,B,D C,PN
5,13,27,B,the city,N
5,14,29,B,this French,N
5,14,29,B,they,P
5,14,30,A,They,P
5,14,30,A,they,P
5,14,31,A,they,P
5,15,29,B,Jerry Lewis,PN
5,15,30,A,your Lewis,N
5,16,31,A,slapstick comedy,N
5,16,31,A,it,P
5,16,31,A,it,P
5,17,31,A,this one guy MUMBLEx who does slapstick comedy,N
5,17,31,A,he,P
5,17,31,A,his,P
5,17,31,A,his,P
5,18,31,A,something about the human character,N
5,18,32,A,that,P
5,19,38,A,you,P
5,19,40,A,you,P
5,19,42,A,you,P
5,20,43,B,the kids,N
5,20,43,B,the children,N
5,20,45,A,them,P
5,21,46,A,gotten,N
5,21,47,B,that,P
5,21,47,B,that,P
5,21,47,B,that,P
5,22,47,B,another silly movie,N
5,22,50,B,that,P
5,22,71,A,it,P
5,22,85,A,it,P
5,22,86,A,it,P
5,22,86,A,it,P
5,23,47,B,my cousin,N
5,23,50,B,my cousin,N
5,24,51,A,your cousin,N
5,24,52,B,he,P
5,24,53,B,he,P
5,25,55,B,kids,N
5,25,56,B,they,P
5,26,58,A,the good guys,N
5,26,59,A,they,P
5,26,60,A,they,P
5,26,60,A,they,P
5,26,60,A,their,P
5,27,61,A,it,P
5,27,61,A,it,P
5,28,62,A,the violence,N
5,28,62,A,The violence,PN
5,29,63,A,people who are severely injured very very badly,N
5,29,64,A,they,P
5,29,64,A,they,P
5,30,64,A,even the movies that want to show violence as real,N
5,30,64,A,they,P
5,31,64,A,violence,N
5,31,64,A,that real violence,N
5,32,65,A,that,P
5,32,66,A,it,P
5,33,66,A,people who currently get sort of enjoy their violence fixes from these movies,N
5,33,66,A,their,P
5,33,66,A,we,P
5,34,68,A,they,P
5,34,68,A,they,P
5,34,68,A,they,P
5,34,68,A,they,P
5,34,68,A,they,P
5,34,68,A,they,P
5,34,69,A,they,P
5,34,69,A,they,P
5,34,69,A,they,P
5,34,70,A,they,P
5,35,68,A,the movies,N
5,35,68,A,the movies,N
5,35,69,A,them,P
5,36,68,A,TEENAGE MUTANT NINJA TURTLES,PN
5,36,70,A,TEENAGE MUTANT NINJA TURTLES,PN
5,36,71,A,it,P
5,36,71,A,it,P
5,37,72,A,them,P
5,37,73,A,they,P
5,38,74,A,they,P
5,38,74,A,they,P
5,38,74,A,they,P
5,39,71,A,the Master,N
5,39,74,A,the Master,N
5,39,75,A,the Master,N
5,40,79,A,these movies,N
5,40,79,A,them,P
5,41,82,A,I,P
5,41,82,A,I,P
5,41,82,A,I,P
5,42,84,A,I,P
5,42,84,A,I,P
5,43,66,A,these movies,N
5,43,84,A,these movies,N
5,43,85,A,they,P
5,43,85,A,them,P
5,44,84,A,enjoy,N
5,44,85,A,that,P
5,45,88,B,the musicals,N
5,45,89,A,they,P
5,46,91,A,they,P
5,46,91,A,they,P
5,47,92,A,this,P
5,47,93,B,it,P
5,48,96,A,that,P
5,48,96,A,it,P
5,49,101,B,Texas,PN
5,49,103,B,Texas,PN
5,49,104,A,Texas,PN
6,0,0,A,you,P
6,0,0,A,your,P
6,0,0,A,you,P
6,0,0,A,you,P
6,0,1,B,I,P
6,0,6,A,you,P
6,0,6,A,you,P
6,0,10,B,I,P
6,0,12,B,I,P
6,0,17,A,you,P
6,0,18,B,I,P
6,0,18,B,I,P
6,0,18,B,I,P
6,0,18,B,I,P
6,0,23,B,I,P
6,0,26,B,I,P
6,0,31,B,I,P
6,0,31,B,I,P
6,0,32,B,I,P
6,0,32,B,I,P
6,0,32,B,I,P
6,0,32,B,I,P
6,0,33,B,me,P
6,0,34,B,I,P
6,0,34,B,I,P
6,0,35,B,I,P
6,0,35,B,I,P
6,0,37,B,I,P
6,0,45,B,I,P
6,0,45,B,I,P
6,0,45,B,I,P
6,0,45,B,I,P
6,0,46,B,I,P
6,0,48,A,you,P
6,0,51,A,I,P
6,0,54,B,you,P
6,0,55,B,I,P
6,0,66,A,you,P
6,0,67,B,I,P
6,0,68,B,I,P
6,0,68,B,I,P
6,0,68,B,I,P
6,0,69,B,I,P
6,0,69,B,I,P
6,0,69,B,I,P
6,0,74,B,I,P
6,0,76,B,I,P
6,0,76,B,I,P
6,0,77,B,I,P
6,0,84,B,I,P
6,0,87,B,I,P
6,0,87,B,mine,N
6,0,88,B,me,P
6,0,88,B,I,P
6,0,89,B,I,P
6,0,89,B,my,P
6,0,90,B,I,P
6,0,90,B,me,P
6,0,91,B,I,P
6,0,101,B,I,P
6,0,101,B,I,P
6,1,0,A,I,P
6,1,0,A,my,P
6,1,14,A,I,P
6,1,14,A,I,P
6,1,15,A,I,P
6,1,17,A,I,P
6,1,19,A,I,P
6,1,19,A,I,P
6,1,20,A,I,P
6,1,20,A,I,P
6,1,27,A,I,P
6,1,29,A,I,P
6,1,29,A,I,P
6,1,29,A,I,P
6,1,29,A,I,P
6,1,38,A,my,P
6,1,39,A,I,P
6,1,39,A,I,P
6,1,39,A,I,P
6,1,39,A,you,P
6,1,51,A,I,P
6,1,58,A,I,P
6,1,60,A,I,P
6,1,60,A,I,P
6,1,61,A,I,P
6,1,61,A,I,P
6,1,61,A,I,P
6,1,61,A,I,P
6,1,61,A,my,P
6,1,61,A,I,P
6,1,62,A,I,P
6,1,63,A,me,P
6,1,63,A,I,P
6,1,63,A,I,P
6,1,63,A,I,P
6,1,65,A,I,P
6,1,65,A,I,P
6,1,78,A,I,P
6,1,78,A,I,P
6,1,98,A,I,P
6,2,0,A,going,N
6,2,1,B,it,P
6,3,0,A,the Air Force Academy,N
6,3,2,B,It,P
6,3,3,B,it,P
6,3,3,B,it,P
6,3,39,A,the Air Force Academy,N
6,3,40,B,it,P
6,3,40,B,it,P
6,4,3,B,they,P
6,4,4,B,they,P
6,4,24,B,they,P
6,4,26,B,they,P
6,4,26,B,they,P
6,5,6,A,that,P
6,5,6,A,that,P
6,5,7,B,it,P
6,6,6,A,someone at at that phase in their life,N
6,6,6,A,their,P
6,7,7,B,some people,N
6,7,7,B,they,P
6,7,7,B,they,P
6,7,7,B,their,P
6,8,15,A,managing,N
6,8,16,B,that,P
6,9,15,A,this,P
6,9,17,A,it,P
6,10,18,B,they,P
6,10,18,B,they,P
6,11,19,A,any major piece of advice I 'd give,N
6,11,20,A,It,P
6,12,20,A,the same amount of money,N
6,12,20,A,it,P
6,13,20,A,the average person who spent that much money going to college,N
6,13,20,A,they,P
6,13,20,A,they,P
6,13,20,A,they,P
6,14,36,B,your child 's,N
6,14,36,B,they,P
6,15,39,A,the growing up,N
6,15,39,A,It,P
6,15,39,A,it,P
6,16,34,B,the Air Force,N
6,16,39,A,Air Force,PN
6,16,68,B,Air Force,PN
6,16,86,B,the Air Force,N
6,17,39,A,someone who you know a more you know who needs to learn self-discipline and so forth would be appropriate for them,N
6,17,39,A,them,P
6,17,61,A,them,P
6,18,40,B,someone who already has self discipline who has a certain amount of leadership quality in their own,N
6,18,40,B,their,P
6,18,87,B,they,P
6,18,87,B,their,P
6,18,87,B,they,P
6,19,40,B,self discipline who has a certain amount of leadership quality in their own,N
6,19,42,A,that,P
6,20,45,B,people that I know f- again from high school,N
6,20,47,B,they,P
6,20,47,B,they,P
6,20,50,B,they,P
6,20,52,B,they,P
6,20,52,B,their,P
6,20,52,B,their,P
6,20,68,B,they,P
6,21,60,A,some freshmen,N
6,21,60,A,they,P
6,21,60,A,they,P
6,22,61,A,transferred,N
6,22,62,A,that,P
6,23,63,A,the first couple of years,N
6,23,63,A,the first couple of years,N
6,24,64,B,your education,N
6,24,64,B,it,P
6,25,67,B,M I T,PN
6,25,68,B,M I T,PN
6,25,74,B,M I T,PN
6,25,74,B,M I T,PN
6,25,79,A,M I T,PN
6,25,92,A,M I T,PN
6,26,69,B,military academy grads,N
6,26,71,B,they,P
6,26,71,B,their,P
6,27,72,B,us,P
6,27,73,B,we,P
6,27,73,B,we,P
6,28,74,B,these M I T grads,N
6,28,74,B,their,P
6,29,81,A,they,P
6,29,81,A,they,P
6,29,81,A,they,P
6,29,81,A,they,P
6,30,82,A,A: reputation for for research,PN
6,30,82,A,that,P
6,30,82,A,it,P
6,31,84,B,you,P
6,31,84,B,you,P
6,32,86,B,the military faculty,N
6,32,86,B,they,P
6,32,86,B,their,P
6,33,89,B,all my instructors,N
6,33,90,B,them,P
6,33,90,B,their,P
6,34,90,B,some instructors that would invite me over to their house for extended study things on weekends,N
6,34,90,B,their,P
6,35,91,B,something,N
6,35,92,A,that,P
6,36,94,A,the professors,N
6,36,95,A,their,P
6,37,96,B,Publish,PN
6,37,97,A,that,P
6,38,98,A,People who really are committed to the students and can afford to be,PN
6,38,98,A,their,P
6,39,100,B,people,N
6,39,101,B,their,P
6,40,100,B,a lot of factors that people do n't ever ever consider,N
6,40,101,B,they,P
7,0,0,A,you,P
7,0,0,A,your,P
7,0,0,A,you,P
7,0,1,B,I,P
7,0,1,B,I,P
7,0,1,B,my,P
7,0,1,B,I,P
7,0,1,B,my,P
7,0,1,B,I,P
7,0,1,B,me,P
7,0,1,B,I,P
7,0,1,B,I,P
7,0,2,B,I,P
7,0,2,B,I,P
7,0,3,A,you,P
7,0,3,A,you,P
7,0,3,A,you,P
7,0,3,A,your,P
7,0,3,A,your,P
7,0,4,B,I,P
7,0,4,B,my,P
7,0,13,B,I,P
7,0,22,B,I,P
7,0,25,B,I,P
7,0,25,B,I,P
7,0,26,A,you,P
7,0,27,B,I,P
7,0,27,B,I,P
7,0,27,B,I,P
7,0,27,B,I,P
7,0,28,B,I,P
7,0,34,A,I,P
7,0,36,A,I,P
7,0,37,A,you,P
7,0,38,B,My,P
7,0,39,B,I,P
7,0,41,B,I,P
7,0,45,B,my,P
7,0,50,B,I,P
7,0,50,B,my,P
7,0,50,B,my,P
7,0,50,B,I,P
7,0,50,B,I,P
7,0,51,B,I,P
7,0,58,B,I,P
7,0,58,B,I,P
7,0,58,B,I,P
7,0,59,A,you,P
7,0,71,A,you,P
7,1,0,A,your own work,N
7,1,0,A,it,P
7,2,1,B,weed,N
7,2,1,B,it,P
7,2,2,B,it,P
7,3,1,B,the garden,N
7,3,2,B,the yard,N
7,4,1,B,mom,N
7,4,4,B,my mom,N
7,4,4,B,she,P
7,4,4,B,she,P
7,4,4,B,her,P
7,4,4,B,she,P
7,4,4,B,she,P
7,4,4,B,she,P
7,4,4,B,she,P
7,4,4,B,her,P
7,4,4,B,she,P
7,4,4,B,her,P
7,4,38,B,My mom,PN
7,4,45,B,my mom,N
7,4,50,B,my mom,N
7,5,4,B,these seeds,N
7,5,4,B,them,P
7,6,4,B,so many plants,N
7,6,4,B,them all,N
7,6,4,B,them,P
7,7,0,A,I,P
7,7,4,B,me,P
7,7,6,A,My,P
7,7,6,A,my,P
7,7,6,A,my,P
7,7,6,A,I,P
7,7,6,A,I,P
7,7,6,A,my,P
7,7,7,A,I,P
7,7,8,A,My,P
7,7,9,A,I,P
7,7,9,A,I,P
7,7,9,A,I,P
7,7,9,A,my,P
7,7,9,A,my,P
7,7,9,A,I,P
7,7,9,A,I,P
7,7,13,B,you,P
7,7,14,A,my,P
7,7,18,A,I,P
7,7,18,A,you,P
7,7,19,A,my,P
7,7,19,A,I,P
7,7,19,A,I,P
7,7,20,B,you,P
7,7,20,B,your,P
7,7,21,A,I,P
7,7,21,A,I,P
7,7,21,A,my,P
7,7,22,B,you,P
7,7,24,A,I,P
7,7,24,A,I,P
7,7,24,A,my,P
7,7,24,A,I,P
7,7,24,A,I,P
7,7,25,B,you,P
7,7,26,A,I,P
7,7,26,A,me,P
7,7,31,A,I,P
7,7,33,A,I,P
7,7,33,A,I,P
7,7,33,A,I,P
7,7,33,A,me,P
7,7,37,A,I,P
7,7,37,A,I,P
7,7,37,A,I,P
7,7,42,A,I,P
7,7,42,A,my,P
7,7,42,A,I,P
7,7,42,A,I,P
7,7,42,A,my,P
7,7,43,A,I,P
7,7,52,A,I,P
7,7,52,A,I,P
7,7,52,A,I,P
7,7,53,A,I,P
7,7,53,A,my,P
7,7,53,A,I,P
7,7,54,A,I,P
7,7,54,A,I,P
7,7,57,A,I,P
7,7,57,A,I,P
7,7,57,A,my,P
7,7,59,A,I,P
7,7,59,A,I,P
7,7,59,A,I,P
7,7,59,A,I,P
7,7,59,A,I,P
7,7,60,A,I,P
7,7,60,A,I,P
7,7,60,A,I,P
7,7,66,A,I,P
7,7,66,A,I,P
7,7,66,A,I,P
7,7,68,A,I,P
7,7,68,A,I,P
7,7,68,A,I,P
7,7,68,A,my,P
7,7,71,A,I,P
7,7,71,A,I,P
7,7,73,A,I,P
7,7,78,A,I,P
7,7,79,A,I,P
7,7,79,A,I,P
7,7,80,B,I,P
7,7,80,B,I,P
7,7,80,B,I,P
7,7,83,A,I,P
7,7,87,A,my,P
7,7,87,A,I,P
7,7,87,A,I,P
7,7,87,A,My,P
7,8,6,A,My my sister,PN
7,8,6,A,She,P
7,8,6,A,She,P
7,9,4,B,some just some little flower beds,N
7,9,6,A,some really nice flower beds,N
7,9,6,A,them,P
7,10,6,A,This,P
7,10,7,A,this,P
7,11,6,A,my father 's,N
7,11,7,A,His,P
7,11,9,A,my father 's,N
7,11,9,A,my father 's house,N
7,11,14,A,my dad 's,N
7,11,14,A,he,P
7,12,7,A,His house,PN
7,12,7,A,It,P
7,13,8,A,My house,PN
7,13,8,A,it,P
7,14,6,A,we,P
7,14,9,A,we,P
7,14,9,A,we,P
7,14,10,A,we,P
7,14,10,A,we,P
7,14,14,A,we,P
7,14,17,A,we,P
7,14,17,A,we,P
7,14,19,A,we,P
7,14,19,A,we,P
7,14,19,A,we,P
7,14,29,A,we,P
7,14,31,A,we,P
7,14,32,A,we,P
7,14,32,A,we,P
7,14,39,B,we,P
7,14,48,A,we,P
7,14,48,A,our,P
7,14,48,A,our,P
7,14,48,A,our,P
7,14,48,A,we,P
7,14,48,A,our,P
7,14,79,A,we,P
7,14,79,A,we,P
7,14,81,A,we,P
7,15,14,A,it,P
7,15,14,A,it,P
7,15,15,A,it,P
7,16,4,B,They,P
7,16,15,A,they,P
7,16,17,A,they,P
7,17,9,A,a couple of gardens,N
7,17,18,A,the gardens,N
7,17,18,A,them,P
7,17,19,A,them,P
7,18,9,A,my sister,N
7,18,19,A,my sister,N
7,19,19,A,a fertilizer,N
7,19,19,A,that,P
7,20,19,A,this phone,N
7,20,21,A,my phone,N
7,20,23,B,it,P
7,20,24,A,my phone,N
7,20,24,A,this phone,N
7,20,24,A,it,P
7,20,26,A,the phone,N
7,20,27,B,it,P
7,21,30,A,She,P
7,21,30,A,her,P
7,21,30,A,she,P
7,21,32,A,She,P
7,21,32,A,her,P
7,21,32,A,She,P
7,21,33,A,her,P
7,21,33,A,she,P
7,21,33,A,she,P
7,21,34,A,She,P
7,21,34,A,She,P
7,21,37,A,she,P
7,21,37,A,she,P
7,22,31,A,carrots cabbage that sort of MUMBLEx goes to waste,N
7,22,32,A,it,P
7,23,34,A,Beans,PN
7,23,34,A,they,P
7,24,34,A,tomatoes,N
7,24,34,A,them,P
7,25,36,A,it,P
7,25,36,A,it,P
7,26,43,A,the vines,N
7,26,43,A,They,P
7,26,43,A,they,P
7,27,38,B,the bees,N
7,27,44,B,the bees,N
7,28,43,A,pollinate,N
7,28,44,B,it,P
7,29,50,B,my family,N
7,29,50,B,we,P
7,29,50,B,we,P
7,29,50,B,we,P
7,30,53,A,those rail ties,N
7,30,54,A,the rail ties,N
7,31,58,B,them,P
7,31,58,B,they,P
7,32,54,A,the creosote in the rail ties,N
7,32,58,B,creosote,N
7,33,59,A,a tomato plant,N
7,33,60,A,it,P
7,33,66,A,that tomato plant,N
7,34,60,A,they,P
7,34,62,A,they,P
7,35,60,A,landscape ties that are n't treated,N
7,35,65,B,those,P
7,36,68,A,my flower gardens,N
7,36,69,A,They,P
7,37,69,A,it,P
7,37,69,A,it,P
7,37,70,B,it,P
7,37,70,B,it,P
7,38,69,A,the house,N
7,38,71,A,this house that I have,N
7,38,71,A,it,P
7,38,72,A,it,P
7,39,72,A,a lilac tree,N
7,39,72,A,it,P
7,39,72,A,that lilac bush,N
7,39,72,A,it,P
7,39,74,A,it,P
7,40,72,A,the landlord,N
7,40,73,A,him,P
7,40,74,A,he,P
7,40,76,A,he,P
7,41,72,A,the siding,N
7,41,74,A,the siding,N
7,41,75,B,the siding,N
7,42,75,B,Rub,PN
7,42,76,A,that,P
7,43,76,A,lilac bushes,N
7,43,76,A,they,P
7,43,76,A,them,P
7,43,76,A,them,P
7,43,76,A,they,P
7,43,76,A,they,P
7,43,77,A,they,P
7,43,77,A,them,P
7,43,77,A,they,P
7,43,77,A,them,P
7,44,76,A,the people that do have them,N
7,44,76,A,their,P
7,45,78,A,three of them,N
7,45,78,A,they,P
7,46,78,A,the back yard,N
7,46,79,A,the back,N
7,47,76,A,The trees,PN
7,47,79,A,the trees,N
7,47,81,A,the trees,N
7,48,79,A,the locus trees,N
7,48,80,B,they,P
7,48,80,B,those,P
7,48,80,B,they,P
7,48,81,A,They,P
7,48,81,A,them,P
7,48,81,A,they,P
7,49,81,A,a chain saw,N
7,49,81,A,it,P
7,49,81,A,it,P
7,49,82,B,it,P
7,49,82,B,it,P
7,49,83,A,it,P
7,49,83,A,it,P
7,50,86,B,MUMBLEx,PN
7,50,87,A,them,P
7,51,87,A,My husband,PN
7,51,88,B,him,P
7,51,88,B,he,P
7,51,88,B,his,P
7,51,88,B,him,P
7,52,88,B,it,P
7,52,88,B,it,P
8,0,0,A,you,P
8,0,1,B,I,P
8,0,1,B,my,P
8,0,3,B,You,P
8,0,3,B,you,P
8,0,3,B,you,P
8,0,5,B,I,P
8,0,6,B,I,P
8,0,6,B,I,P
8,0,10,A,you,P
8,0,11,B,I,P
8,0,11,B,I,P
8,0,11,B,I,P
8,0,13,B,I,P
8,0,18,B,I,P
8,0,20,A,you,P
8,0,21,B,I,P
8,0,21,B,I,P
8,0,21,B,I,P
8,0,21,B,I,P
8,0,21,B,I,P
8,0,26,B,I,P
8,0,26,B,I,P
8,0,31,B,I,P
8,0,31,B,I,P
8,0,34,B,you,P
8,0,48,B,I,P
8,0,49,B,I,P
8,0,51,B,I,P
8,0,53,B,I,P
8,0,55,B,I,P
8,0,57,B,I,P
8,0,62,B,I,P
8,0,70,B,I,P
8,0,71,A,you,P
8,0,72,B,you,P
8,1,3,B,the whole concept of a trial by your peers,N
8,1,4,A,it,P
8,2,4,A,I,P
8,2,4,A,I,P
8,2,4,A,I,P
8,2,4,A,I,P
8,3,4,A,our justice system,N
8,3,4,A,it,P
8,3,4,A,they,P
8,3,5,B,they,P
8,4,6,B,the jury,N
8,4,6,B,they,P
8,4,6,B,their,P
8,5,2,A,I,P
8,5,7,A,I,P
8,5,12,A,I,P
8,5,12,A,I,P
8,5,12,A,I,P
8,5,15,A,I,P
8,5,15,A,I,P
8,5,25,A,I,P
8,5,27,A,I,P
8,5,29,A,I,P
8,5,29,A,I,P
8,5,32,A,I,P
8,5,32,A,I,P
8,5,50,A,I,P
8,5,52,A,I,P
8,5,56,A,I,P
8,5,58,A,I,P
8,5,58,A,I,P
8,5,61,A,I,P
8,5,61,A,I,P
8,5,69,A,I,P
8,6,15,A,they,P
8,6,15,A,they,P
8,7,15,A,them,P
8,7,15,A,them,P
8,8,15,A,a guy,N
8,8,15,A,the person,N
8,9,17,A,the judge,N
8,9,17,A,they,P
8,9,49,B,the judge,N
8,10,21,B,they,P
8,10,22,B,they,P
8,10,23,B,they,P
8,10,26,B,they,P
8,11,25,A,them,P
8,11,25,A,them,P
8,12,29,A,everybody,N
8,12,29,A,they,P
8,12,29,A,they all,N
8,13,34,B,have,N
8,13,35,B,that,P
8,14,45,A,uniform sentencing,N
8,14,47,A,It,P
8,15,48,B,a core minimum that they get,N
8,15,49,B,that,P
8,15,49,B,it,P
8,15,49,B,its,P
8,16,50,A,they,P
8,16,50,A,they,P
8,16,51,B,they,P
8,17,50,A,someone,N
8,17,50,A,him,P
8,17,50,A,him,P
8,18,54,A,those people,N
8,18,54,A,they,P
8,18,55,B,them,P
8,19,58,A,they,P
8,19,61,A,they,P
8,19,62,B,them,P
8,19,63,A,them,P
8,19,63,A,them,P
8,19,64,B,them,P
8,19,65,B,them,P
8,19,65,B,they,P
8,19,65,B,them,P
8,19,67,B,their,P
8,20,63,A,something that 's not pleasant,N
8,20,63,A,it,P
8,20,63,A,it,P
8,21,65,B,the state,N
8,21,65,B,the state,N
9,0,0,B,you,P
9,0,1,A,I,P
9,0,1,A,I,P
9,0,1,A,I,P
9,0,3,A,I,P
9,0,3,A,I,P
9,0,3,A,I,P
9,0,3,A,I,P
9,0,20,A,I,P
9,0,21,A,I,P
9,0,31,A,I,P
9,0,32,A,I,P
9,0,33,A,I,P
9,1,0,B,Russia,PN
9,1,1,A,Russia,PN
9,1,3,A,you,P
9,1,6,B,Russia,PN
9,1,7,B,they,P
9,1,7,B,they,P
9,1,7,B,their,P
9,1,7,B,they,P
9,1,11,B,Russia,PN
9,1,11,B,Russia itself,PN
9,1,11,B,itself,N
9,1,14,B,Russia,PN
9,1,15,B,they,P
9,1,32,A,Russia,PN
9,1,44,A,the Soviet Union,N
9,1,45,B,they,P
9,1,45,B,they,P
9,1,45,B,their,P
9,1,45,B,Russia,PN
9,1,45,B,their country,N
9,1,47,B,Russia,PN
9,1,47,B,Russia,PN
9,1,47,B,it,P
9,1,48,B,they,P
9,1,48,B,the country,N
9,2,3,A,war,N
9,2,3,A,it,P
9,3,4,B,I,P
9,3,4,B,you,P
9,3,8,B,me,P
9,3,8,B,I,P
9,3,11,B,I,P
9,3,11,B,I,P
9,3,14,B,I,P
9,3,16,B,I,P
9,3,16,B,I,P
9,3,23,B,My,P
9,3,23,B,my,P
9,3,23,B,I,P
9,3,23,B,I,P
9,3,25,A,you,P
9,3,28,B,I,P
9,3,33,A,you,P
9,3,35,B,I,P
9,3,35,B,my,P
9,3,35,B,I,P
9,3,36,B,I,P
9,3,36,B,I,P
9,3,36,B,I,P
9,3,36,B,I,P
9,3,36,B,myself,N
9,3,37,B,me,P
9,3,37,B,I,P
9,3,37,B,I,P
9,3,37,B,I,P
9,3,42,B,I,P
9,3,42,B,I,P
9,3,45,B,I,P
9,3,45,B,I,P
9,3,45,B,I,P
9,3,45,B,you,P
9,3,49,B,I,P
9,3,51,B,you,P
9,4,7,B,their prisoners,N
9,4,7,B,them,P
9,4,7,B,them,P
9,4,7,B,they,P
9,5,7,B,the people there,N
9,5,7,B,themselves,N
9,6,8,B,a government,N
9,6,8,B,this government,N
9,6,9,B,the government itself,N
9,6,9,B,itself,N
9,7,9,B,the people inhabiting the country,N
9,7,9,B,these people,N
9,7,10,B,these people,N
9,8,6,B,the U S,N
9,8,11,B,U S,PN
9,8,11,B,the U S,N
9,8,11,B,the U S,N
9,8,15,B,the U S,N
9,8,16,B,the U S S R,N
9,8,29,B,the U S,N
9,8,29,B,we,P
9,8,30,B,We,P
9,8,31,A,we,P
9,8,35,B,the U S,N
9,8,44,A,the U S,N
9,9,11,B,a country,N
9,9,11,B,it,P
9,10,11,B,the whole thing in the Middle East this,N
9,10,11,B,this,P
9,11,11,B,they,P
9,11,11,B,they they,N
9,11,11,B,they,P
9,12,11,B,the the government that 's in Moscow,N
9,12,11,B,its,P
9,13,11,B,those people,N
9,13,11,B,those people,N
9,14,12,B,the border,N
9,14,13,B,the border,N
9,15,1,A,us,P
9,15,13,B,us,P
9,15,13,B,we,P
9,15,13,B,'s,N
9,16,14,B,they,P
9,16,15,B,they,P
9,16,15,B,their,P
9,16,15,B,their their,N
9,16,15,B,their,P
9,17,16,B,they,P
9,17,16,B,they,P
9,18,16,B,start,N
9,18,18,B,it,P
9,19,20,A,use,N
9,19,20,A,it,P
9,19,23,B,it,P
9,20,20,A,Iraq,PN
9,20,23,B,Iraq,PN
9,20,24,B,the Iraq country,N
9,20,25,A,Iraq,PN
9,20,27,B,they,P
9,20,27,B,they,P
9,21,24,B,the weapon,N
9,21,26,A,it,P
9,21,28,B,that,P
9,22,27,B,Saddam Hussein,PN
9,22,27,B,he,P
9,22,27,B,him,P
9,22,28,B,he,P
9,22,28,B,he,P
9,22,29,B,he,P
9,22,31,A,Saddam Hussein,PN
9,22,32,A,Saddam Hussein,PN
9,22,33,A,his,P
9,22,42,B,Saddam Hussein,PN
9,22,42,B,he,P
9,22,42,B,he,P
9,22,43,B,his,P
9,23,29,B,you,P
9,23,29,B,you,P
9,23,30,B,you,P
